idNew;id;bald;gap;tag;fireYear;initial;year;TSLF;size;ontogeny;fec0;fec1;fec2;fec3;fec4;goSB;staySB;cov;surv;sizeNext;ontogenyNext;covNext
ID1986B87G1-992;1986;87;1;992;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;8;1;1414.272
ID1763B62G1-411;1763;62;1;411;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;9;1;1414.272
ID1775B62G1-423;1775;62;1;423;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;9;1;1414.272
ID1894B87G1-863;1894;87;1;863;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;9;1;1414.272
ID1915B87G1-919;1915;87;1;919;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;9;1;1414.272
ID1921B87G1-925;1921;87;1;925;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;9;1;1414.272
ID2005B88G1-752;2005;88;1;752;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;9;1;1414.272
ID1589B29G1-380;1589;29;1;380;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;10;1;1414.272
ID1756B62G1-404;1756;62;1;404;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
ID1757B62G1-405;1757;62;1;405;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
ID1780B62G1-428;1780;62;1;428;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
ID1782B62G1-430;1782;62;1;430;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
ID1794B62G1-442;1794;62;1;442;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;10;1;1414.272
ID1909B87G1-913;1909;87;1;913;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1911B87G1-915;1911;87;1;915;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1913B87G1-917;1913;87;1;917;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1922B87G1-926;1922;87;1;926;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1953B87G1-958;1953;87;1;958;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1962B87G1-968;1962;87;1;968;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1965B87G1-971;1965;87;1;971;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID2008B88G1-755;2008;88;1;755;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID2014B88G1-762;2014;88;1;762;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;10;1;1414.272
ID1587B29G1-378;1587;29;1;378;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;11;1;1414.272
ID1628B50G1-352;1628;50;1;352;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;11;1;1414.272
ID1781B62G1-429;1781;62;1;429;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;11;1;1414.272
ID1910B87G1-914;1910;87;1;914;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;11;1;1414.272
ID1619B42G1-716;1619;42;1;716;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;12;0;1414.272
ID1811B62G1-459;1811;62;1;459;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;12;1;1414.272
ID1907B87G1-910;1907;87;1;910;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;12;1;1414.272
ID1925B87G1-929;1925;87;1;929;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;12;1;1414.272
ID1936B87G1-940;1936;87;1;940;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;12;1;1414.272
ID1947B87G1-952;1947;87;1;952;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;12;1;1414.272
ID2034B91G1-782;2034;91;1;782;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;12;1;1414.272
ID1570B29G1-189;1570;29;1;189;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;13;0;1414.272
ID1904B87G1-907;1904;87;1;907;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;13;1;1414.272
ID1945B87G1-949;1945;87;1;949;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;13;1;1414.272
ID1958B87G1-964;1958;87;1;964;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;13;1;1414.272
ID1620B42G1-717;1620;42;1;717;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;14;1;1414.272
ID1786B62G1-434;1786;62;1;434;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;14;1;1414.272
ID1834B67G1-482;1834;67;1;482;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1835B67G1-483;1835;67;1;483;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1914B87G1-918;1914;87;1;918;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1917B87G1-921;1917;87;1;921;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1940B87G1-944;1940;87;1;944;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1992B88G1-738;1992;88;1;738;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;14;1;1414.272
ID1765B62G1-413;1765;62;1;413;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;15;1;1414.272
ID1809B62G1-457;1809;62;1;457;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;15;1;1414.272
ID1833B67G1-481;1833;67;1;481;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;15;1;1414.272
ID1905B87G1-908;1905;87;1;908;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;15;1;1414.272
ID1950B87G1-955;1950;87;1;955;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;15;1;1414.272
ID1582B29G1-373;1582;29;1;373;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;16;0;1414.272
ID1630B50G1-355;1630;50;1;355;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;16;0;1414.272
ID1700B57G1-729;1700;57;1;729;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;16;0;1414.272
ID1754B62G1-402;1754;62;1;402;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;16;0;1414.272
ID1796B62G1-444;1796;62;1;444;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;16;0;1414.272
ID1896B87G1-865;1896;87;1;865;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;16;0;1414.272
ID1984B87G1-990;1984;87;1;990;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;16;0;1414.272
ID1991B87G1-998;1991;87;1;998;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;16;0;1414.272
ID2159B103G1-364;2159;103;1;364;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;16;0;1414.272
ID1606B29G1-398;1606;29;1;398;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;17;0;1414.272
ID1699B57G1-728;1699;57;1;728;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;17;0;1414.272
ID1708B59G1-874;1708;59;1;874;1968;1997;1996;28;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;17;0;1414.272
ID1771B62G1-419;1771;62;1;419;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;17;0;1414.272
ID1898B87G1-867;1898;87;1;867;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID1932B87G1-936;1932;87;1;936;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID1934B87G1-938;1934;87;1;938;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID1959B87G1-965;1959;87;1;965;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID2058B91G1-812;2058;91;1;812;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID2164B103G1-369;2164;103;1;369;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;17;0;1414.272
ID1617B42G1-714;1617;42;1;714;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;18;0;1414.272
ID1625B50G1-349;1625;50;1;349;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;18;0;1414.272
ID1759B62G1-407;1759;62;1;407;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;18;0;1414.272
ID1783B62G1-431;1783;62;1;431;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;18;0;1414.272
ID1901B87G1-870;1901;87;1;870;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;18;0;1414.272
ID1935B87G1-939;1935;87;1;939;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;18;0;1414.272
ID1573B29G1-192;1573;29;1;192;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;19;0;1414.272
ID1605B29G1-397;1605;29;1;397;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;19;0;1414.272
ID1701B57G1-730;1701;57;1;730;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;19;0;1414.272
ID1758B62G1-406;1758;62;1;406;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;19;0;1414.272
ID1784B62G1-432;1784;62;1;432;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;19;0;1414.272
ID1785B62G1-433;1785;62;1;433;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;19;0;1414.272
ID1836B67G1-484;1836;67;1;484;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1919B87G1-923;1919;87;1;923;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1927B87G1-931;1927;87;1;931;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1933B87G1-937;1933;87;1;937;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1939B87G1-943;1939;87;1;943;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1978B87G1-984;1978;87;1;984;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID1994B88G1-740;1994;88;1;740;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID2004B88G1-751;2004;88;1;751;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;19;0;1414.272
ID2068B93G1-703;2068;93;1;703;1972;1997;1996;24;NA;NA;NA;NA;NA;0.000904;0.141421356;0.09259936;0.672;1113.536;NA;19;0;1414.272
ID1627B50G1-351;1627;50;1;351;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;20;0;1414.272
ID1690B57G1-719;1690;57;1;719;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;20;0;1414.272
ID1776B62G1-424;1776;62;1;424;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
ID1792B62G1-440;1792;62;1;440;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
ID1803B62G1-451;1803;62;1;451;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;20;0;1414.272
ID1941B87G1-945;1941;87;1;945;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;20;0;1414.272
ID1983B87G1-989;1983;87;1;989;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;20;0;1414.272
ID2055B91G1-809;2055;91;1;809;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;20;0;1414.272
ID2163B103G1-368;2163;103;1;368;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;20;0;1414.272
ID1581B29G1-200;1581;29;1;200;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;21;0;1414.272
ID1586B29G1-377;1586;29;1;377;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;21;0;1414.272
ID1761B62G1-409;1761;62;1;409;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
ID1797B62G1-445;1797;62;1;445;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
ID1802B62G1-450;1802;62;1;450;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;21;0;1414.272
ID1923B87G1-927;1923;87;1;927;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;21;0;1414.272
ID1937B87G1-941;1937;87;1;941;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;21;0;1414.272
ID2013B88G1-761;2013;88;1;761;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;21;0;1414.272
ID2065B91G1-820;2065;91;1;820;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;21;0;1414.272
ID2067B93G1-702;2067;93;1;702;1972;1997;1996;24;NA;NA;NA;NA;NA;0.000904;0.141421356;0.09259936;0.672;1113.536;NA;21;0;1414.272
ID2167B103G1-372;2167;103;1;372;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;21;0;1414.272
ID1633B50G1-358;1633;50;1;358;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;22;0;1414.272
ID1769B62G1-417;1769;62;1;417;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;22;0;1414.272
ID1892B87G1-861;1892;87;1;861;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID1916B87G1-920;1916;87;1;920;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID1942B87G1-946;1942;87;1;946;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID1949B87G1-954;1949;87;1;954;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID1999B88G1-746;1999;88;1;746;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID2064B91G1-819;2064;91;1;819;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID2160B103G1-365;2160;103;1;365;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;22;0;1414.272
ID1611B42G1-708;1611;42;1;708;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;23;0;1414.272
ID1614B42G1-711;1614;42;1;711;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;23;0;1414.272
ID1632B50G1-357;1632;50;1;357;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;23;0;1414.272
ID1814B62G1-462;1814;62;1;462;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;23;0;1414.272
ID1943B87G1-947;1943;87;1;947;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;23;0;1414.272
ID1957B87G1-963;1957;87;1;963;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;23;0;1414.272
ID1964B87G1-970;1964;87;1;970;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;23;0;1414.272
ID1988B87G1-995;1988;87;1;995;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;23;0;1414.272
ID2016B91G1-764;2016;91;1;764;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;23;0;1414.272
ID1574B29G1-193;1574;29;1;193;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;24;0;1414.272
ID1697B57G1-726;1697;57;1;726;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;24;0;1414.272
ID1798B62G1-446;1798;62;1;446;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;24;0;1414.272
ID1890B87G1-859;1890;87;1;859;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID1918B87G1-922;1918;87;1;922;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID1969B87G1-975;1969;87;1;975;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID1980B87G1-986;1980;87;1;986;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID2029B91G1-777;2029;91;1;777;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID2040B91G1-788;2040;91;1;788;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID2041B91G1-789;2041;91;1;789;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID2045B91G1-795;2045;91;1;795;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;24;0;1414.272
ID1800B62G1-448;1800;62;1;448;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;25;0;1414.272
ID1804B62G1-452;1804;62;1;452;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;25;0;1414.272
ID1906B87G1-909;1906;87;1;909;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;25;0;1414.272
ID1938B87G1-942;1938;87;1;942;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;25;0;1414.272
ID1967B87G1-973;1967;87;1;973;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;25;0;1414.272
ID1571B29G1-190;1571;29;1;190;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;26;0;1414.272
ID1585B29G1-376;1585;29;1;376;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;26;0;1414.272
ID1787B62G1-435;1787;62;1;435;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;26;0;1414.272
ID1806B62G1-454;1806;62;1;454;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;26;0;1414.272
ID1618B42G1-715;1618;42;1;715;1993;1997;1996;3;NA;NA;NA;NA;NA;0.000736;0.141421356;0.13997578;0.636;1113.536;NA;27;0;1414.272
ID1762B62G1-410;1762;62;1;410;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;27;0;1414.272
ID1772B62G1-420;1772;62;1;420;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;27;0;1414.272
ID1777B62G1-425;1777;62;1;425;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;27;0;1414.272
ID1808B62G1-456;1808;62;1;456;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;27;0;1414.272
ID1893B87G1-862;1893;87;1;862;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID1903B87G1-906;1903;87;1;906;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID1908B87G1-911;1908;87;1;911;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID1946B87G1-951;1946;87;1;951;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID1974B87G1-980;1974;87;1;980;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID2028B91G1-776;2028;91;1;776;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID2036B91G1-784;2036;91;1;784;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID2038B91G1-786;2038;91;1;786;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID2052B91G1-806;2052;91;1;806;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID2162B103G1-367;2162;103;1;367;1986;1997;1996;10;NA;NA;NA;NA;NA;0.0004;0.141421356;0.18914;0.824;1113.536;NA;27;0;1414.272
ID1593B29G1-384;1593;29;1;384;1985;1997;1996;11;NA;NA;NA;NA;NA;0.000384;0.141421356;0.18710234;0.824;1113.536;NA;28;0;1414.272
ID1764B62G1-412;1764;62;1;412;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;28;0;1414.272
ID1774B62G1-422;1774;62;1;422;1967;1997;1996;29;NA;NA;NA;NA;NA;0.001336;0.141421356;0.08234528;0.672;1113.536;NA;28;0;1414.272
